USER,SCORE,ORIGINAL,CHECKED,SENT_SCORE,PN
jinee0726,5,센터커피 햇살맛집,센터 커피 햇살 맛집,1,1
이나,5,위치가너무좋음,위치가 너무 좋음,1,1
윤스,5,센터커피 넘흐 좋아용,센터 커피 너무 좋아요,1,1
glduddl,5,좋아요,좋아요,1,1
윤스,4.5,센터커피는 우리동네 최애커피,센터 커피는 우리 동네 최애 커피,1,1
윤스,4.5,5월엔 레몬소프트,5월엔 레몬 소프트,0,1
kim****,5,햇살맛집  커피도 맛잏어요,햇살 맛집  커피도 맛잏어요,1,1
닉네임,4.5,카페분위기도 좋았고 깔끔했습니다,카페 분위기도 좋았고 깔끔했습니다,2,1
Marie,5,아이스크림도 팔길래 먹어봤어요 설탕이 안들어가서 깔끔한 맛이에요 근데 다른 사진들 보니깐 딸기 가루 같은거 뿌려주시던데 전 안올려주셨,아이스크림도 팔길래 먹어봤어요 설탕이 안 들어가서 깔끔한 맛이에요 근데 다른 사진들 보니깐 딸기 가루 같은 거 뿌려주시던데 전 안올려주셨,1,1
Marie,5,커피맛있어요 친절하구요 좋은 자리는 한정적이긴 한데 숲을 보고 앉는 창가자리가 제일 좋아요,커피 맛있어요 친절하고요 좋은 자리는 한정적이긴 한데 숲을 보고 앉는 창가 자리가 제일 좋아요,4,1
서서,5,서울숲 바로 앞이라 분위기도 좋고 커피도 맛있었어요,서울숲 바로 앞이라 분위기도 좋고 커피도 맛있었어요,2,1
유니924,3.5,커피 맛있고 시원하고 좋아요,커피 맛있고 시원하고 좋아요,2,0
디즈니,3,사람 많아요,사람 많아요,0,0
sil****,4.5,커피랑 다른 음료들 빵 모두 맛있었어요 분위기도 맘에 들었어요,커피랑 다른 음료들 빵 모두 맛있었어요 분위기도 맘에 들었어요,1,1
에디헝,5,쑥라떼 너무 맛있어요 ,쑥 라테 너무 맛있어요 ,1,1
미니나,4.5,센터커피 센터커피서울숲 서울숲카페 서울숲을 내려다볼수 있는 위치 분위기가 좋아요 커피도 유명하고 바로 옆집에서 베이커리류 판매하고 있어요,센터 커피 센터 커피 서울숲 서울숲 카페 서울숲을 내려다볼 수 있는 위치 분위기가 좋아요 커피도 유명하고 바로 옆집에서 베이커리류 판매하고 있어요,1,1
rkdms,5,버터쿠키라떼 정말 맛있어요,버터쿠키 라테 정말 맛있어요,1,1
fine,5,마시써요,맛있어요,1,1
낭만곰순이,5,맛있고 분위기도 좋고 편해요,맛있고 분위기도 좋고 편해요,3,1
나인,5,날씨 좋을때 가면 뷰가 좋아요 ,날씨 좋을 때 가면 뷰가 좋아요 ,2,1
그래서,3, 성수동의 앤간한 까페는 9시에 닫아요센터도 마찬가지에요  가격은 비싼편이에요 앉을 자리가 매우 불편하고 많지 않다는걸 생각하면 더더욱이나 가성비는 떨어진다고 생각해요 막 서프라이징하게 맛있지도 않았어서  성수동의 괜찮은 커피집 아시는분 있으면 제보좀 부탁드려요, 성수동의 앤간한 카페는 9시에 닫아요 센터도 마찬가지예요  가격은 비싼 편이에요 앉을 자리가 매우 불편하고 많지 않다는 걸 생각하면 더더욱이나 구성비는 떨어진다고 생각해요 막 서프라이징 하게 맛있지도 않아서  성수동의 괜찮은 커피집 아시는 분 있으면 제보 좀 부탁드려요,0,0
fine,5,창가 자리가 엊어서 아쉽지만,창가 자리가 얹어서 아쉽지만,-1,1
min,3,주문받으시는분 주말이라 힘드신듯,주문받으시는 분 주말이라 힘드신듯,0,0
라차타,5,굿,굿,1,1
고죠,5,뷰도 좋구 인테리어두 좋구 무엇보다도 인생초콜릿라떼였어요,뷰도 좋고 인테리어도 좋고 무엇보다도 인생 초콜릿 라테였어요,3,1
2201,5,분위기 좋네요,분위기 좋네요,1,1
석자,5,서울숲근처에 좋은 분위기의 카페,서울숲 근처에 좋은 분위기의 카페,1,1
kakao,5,쑥라떼 크림 부드러워요,쑥 라테 크림 부드러워요,1,1
ksj****,5,이제껏 마셔본 디카페인 커피 중 최고 커피 못 마시는 사람도 맛있는 디카페인 커피를 먹을 수 있다,이제껏 마셔본 디카페인 커피 중 최고 커피 못 마시는 사람도 맛있는 디카페인 커피를 먹을 수 있다,2,1
쏘피,5,서울숲전망 분위기맛집,서울숲 전망 분위기 맛집,1,1
니잉,5,커피 맛있어요,커피 맛있어요,1,1
돌덩이,5,굿,굿,1,1
울트라보드맨,5,분위기 좋아요,분위기 좋아요,1,1
아요,5,엄지척,엄지 척,1,1
머피,5,플랫화이트가 맛있고 옆에 공원이 바로있어서 여름에 오면 더 좋을 것 같네요 내부 분위기도 좋아요,플랫 화이트가 맛있고 옆에 공원이 바로 있어서 여름에 오면 더 좋을 것 같네요 내부 분위기도 좋아요,3,1
룰루랄라,2,굳이 다시는 안올 것 같은 곳 직원분은 불친절한편 정말 귀찮다는 표정으로 대응하셔서 머쓱 좌석도 다 딱딱하고 허리 파스락이고 라떼도 우유비린내가 났고 쓰기만 했는데 6천원이고 장소도 협소하고 분위기도 그저 그랬습니다 윗층 창가자리 아니면 그냥 그런것 같아요,굿이 다시는 안 올 것 같은 곳 직원분은 불친절한 편 정말 귀찮다는 표정으로 대응하셔서 머쓱 좌석도 다 딱딱하고 허리 파스 낙이고 라테도 우유 비린내가 났고 쓰기만 했는데 6천 원이고 장소도 협소하고 분위기도 그저 그랬습니다 위층 창가 자리 아니면 그냥 그런 것 같아요,-1,0
ell****,1,하나 시킨 걸 두 개로 계산해서 돈 실수 한 번 커피맛 케이크를 초코맛으로 준 실수까지 총 두 번 실수 하셨는데 단 한 번도 사과 안하시더라고요,하나 시킨 걸 두 개로 계산해서 돈 실수 한 번 커피 맛 케이크를 초코맛으로 준 실수까지 총 두 번 실수하셨는데 단 한 번도 사과 안 하시더라고요,-3,0
윈드바라기,3,실내 야외 좌석도 많고 좋아요,실내 야외 좌석도 많고 좋아요,1,0
Youjin,3,맛은 있었지만 사람들이 너무 많아서 제대로 즐기지 못했던것같아요 그래도 다음에 또 방문할께요,맛은 있었지만 사람들이 너무 많아서 제대로 즐기지 못 했던 것 같아요 그래도 다음에 또 방문할게요,2,0
블링,2,아메리카노 맛은 별로였어요 향도 거의 없도 맛도 단순한 맛이에요 드립커피는 어떨진 모르겠는데 원두 향은 좋던데 아메리카노는 바디감이나 그런게 전혀 안느껴지더라구요,아메리카노 맛은 별로였어요 향도 거의 없도 맛도 단순한 맛이에요 드립 커피는 어떨진 모르겠는데 원두 향은 좋던데 아메리카노는 보디감이나 그런 게 전혀 안 느껴지더라고요,-1,0
승원,5,2층에 창이 넓게 되있어서 바로 앞에 서울숲이 보여요 초록초록하고 좋아용,2층에 창이 넓게 돼있어서 바로 앞에 서울숲이 보여요 초록 초록하고 좋아요,1,1
minnnnn2,5,분위기가 참 좋네요,분위기가 참 좋네요,1,1
blingbling,5,분위기아주좋음서울숲이 내려다보이는 자리는 인기폭팔,분위기 아주 좋음 서울숲이 내려다보이는 자리는 인기폭발,2,1
sarah,5,싱그러운 나무들이 평온하게 해줘요,싱그러운 나무들이 평온하게 해줘요,1,1
술쩡,5,분위기도좋고 쑥라떼도 특이하고 맛있어요,분위기도 좋고 쑥 라테도 특이하고 맛있어요,2,1
울,5,창가 쪽 분위기 넘 좋아요,창가 쪽 분위기 너무 좋아요,1,1
tld****,3,테이크아웃할경우 가격이 비싼 편입니다,테이크아웃할 경우 가격이 비싼 편입니다,-1,0
해요이,3,커피값도 비싸고 그에 비해 양도 적지만 맛이 좋아 종종 가곤 합니다 서울숲에 몇 안되는 루프탑이라 요즘 같은 날 더 좋아요,커피값도 비싸고 그에 비해 양도 적지만 맛이 좋아 종종 가곤 합니다 서울숲에 몇 안 되는 루프탑이라 요즘 같은 날 더 좋아요,1,0
celine,5,배용준이 운영한다고 알려진 카페에요 인테리어가 예쁘고 서울숲 자연이 바로 보이는 전경이 아름답습니다 특히 이 창가 자리는 포토스팟 같아요 커피 맛도 좋고 메뉴도 다양합니다,배용준이 운영한다고 알려진 카페에요 인테리어가 예쁘고 서울숲 자연이 바로 보이는 전경이 아름답습니다 특히 이 창가 자리는 포토 스폿 같아요 커피 맛도 좋고 메뉴도 다양합니다,2,1
Melody,5,디카페인 콜드브루 진짜 최고 진짜 맛있어요,디카페인 콜드브루 진짜 최고 진짜 맛있어요,2,1
Eva,5,서울숲을 보며 마시는 쑥라떼가 인상적,서울숲을 보며 마시는 쑥 라테가 인상적,0,1
spr****,5,좋아요,좋아요,1,1
bluesky,5,맛있어요,맛있어요,1,1
김민경,4.5,좋아요,좋아요,1,1
지애,4.5,공부할 수있는 자리도 있고 좋아요,공부할 수 있는 자리도 있고 좋아요,1,1
하늘이,5,커피도 맛있고 분위기도 GOOD 디저트도 맛있고 빵도 최고 거기다가 직원들도 친절해서 자주 방문하는 곳,커피도 맛있고 분위기도 굿 디저트도 맛있고 빵도 최고 거기다가 직원들도 친절해서 자주 방문하는 곳,6,1
so3****,3,좋아요,좋아요,1,0
떡라이,5,좋아요 직원 분들도 친절하십니다,좋아요 직원분들도 친절하십니다,2,1
가가,5,비지엠 사운드가 작아서 좋아요,비지엠 사운드가 작아서 좋아요,1,1
지애,5,커피도 맛잇고 노래소리도 안커서 좋아요,커피도 맛있고 노랫소리도 안 커서 좋아요,2,1
주꼬님,5,음료는 롱블랙아메리카노 괜찮았어요 다른 빵들도 괜찮움,음료는 롱 블랙 아메리카노 괜찮았어요 다른 빵들도 괜찮음,2,1
성실,3.5,보통이어요 ,보통이어요 ,0,0
없음,4.5,빵 맛있고 커피도 깔끔해요,빵 맛있고 커피도 깔끔해요,2,1
호롱불,5,굿,굿,1,1
happy,3.5,분위기 좋고 커피 맛있음,분위기 좋고 커피 맛있음,2,0
djw****,4.5,매장이 넓구 디저트도 예쁘고 화장실도 좋아요 머물다 가기 좋은 곳,매장이 넓고 디저트도 예쁘고 화장실도 좋아요 머물다 가기 좋은 곳,2,1
리버,4.5,분위기 좋고 케이크도 맛있어요,분위기 좋고 케이크도 맛있어요,2,1
Ren,5,국굿,국군,0,1
뽀글콩,3.5,예쁜 인테리어 맛있는 커피와 빵,예쁜 인테리어 맛있는 커피와 빵,2,0
슈가파우더,5,친절하고 맛나요,친절하고 맛나요,2,1
Ren,5,좋아요,좋아요,1,1
봄비,4.5,예쁘고 빵도 맛있고 커피도 맛있는 곳 아인슈페너 맛집,예쁘고 빵도 맛있고 커피도 맛있는 곳 아인슈페너 맛집,3,1
와락,5,앙버터 맛있어요,앙버터 맛있어요,1,1
은은은,5,오랜만에 왔는데 맛있네요 원두도 사서 내려 마시는데 좋아요,오랜만에 왔는데 맛있네요 원두도 사서 내려 마시는데 좋아요,2,1
SHABSO,5,자리가 넓고 다양해서 좋아요 빵 때깔 최고에요,자리가 넓고 다양해서 좋아요 빵 때깔 최고예요,2,1
j_h****,5,너무 예쁘고 빵이 많아용 시원해요,너무 예쁘고 빵이 많아요 시원해요,0,1
등이가려워,3.5,조용하고좋네요 빵은 가격에비해 맛이평타,조용하고 좋네요 빵은 가격에 비해 맛이 평타,1,0
하하하,3.5,점심엔 커피가 쌉니다 커피 원두 2종류인데 화이트 맛있습니다 초코크롤 맛있습니다,점심엔 커피가 쌉니다 커피 원두 2종류인데 화이트 맛있습니다 초코 크롤 맛있습니다,3,0
wnnnnnnnth,5,좋아요,좋아요,1,1
하니,5,맛있어요 가격도 좋아요,맛있어요 가격도 좋아요,2,1
하니,5,맛있어요,맛있어요,1,1
yumini,5,맛잇어요,맛있어요,1,1
skj3971,5,좋아요,좋아요,1,1
nag****,4.5,좋아요,좋아요,1,1
더기,5,너무너무 좋아요,너무너무 좋아요,1,1
ㅎㄷㅈㅎㅈㅎㄷ,5,매장이뻐요,매장 이뻐요,1,1
maroon751,5,친절해요,친절해요,1,1
우주요정,5,좋아요,좋아요,1,1
신수정,3.5,굿,굿,1,0
우주요정,5,좋아요,좋아요,1,1
Ren,5,굿굿,굿굿,2,1
김미셸,3.5,디카페인 커피가 맛있는곳 분위기는 노트북족이 많아서 스터디카페스러웠다  빵이 그저그랬고 위치가 너무 뜬금이라 별점 뺌 ,디카페인 커피가 맛있는 곳 분위기는 노트북 족히 많아서 스터디 카페스러웠다  빵이 그저 그랬고 위치가 너무 뜬금이라 별점 뺌 ,1,0
hhs8482,4.5,백점은 아닌걸,백 점은 아닌걸,0,1
kyj****,5,굿,굿,1,1
hhs8482,4.5,빵은 맛있는데 마카롱은 그닥,빵은 맛있는데 마카롱은 그다지,1,1
kyj****,5,굿,굿,1,1
단조로움,4.5,매장 넓고 깔끔해요   케잌 맛있는데 커피 맛은 다소 아쉬워요,매장 넓고 깔끔해요   케이크 맛있는데 커피 맛은 다소 아쉬워요,1,1
sue,3,초코크로플 완전 차갑고 별로엿어요   따뜻한거인줄 어쩐지 저렴하더라,초코크로플 정말 차갑고 별로였어요   따뜻한 거인 줄 어쩐지 저렴하더라,0,0
여정,5,훔볼트 케이크는 언제나 맛있어용 직원분들도 친절하세요,훔볼트 케이크는 언제나 맛있어요 직원분들도 친절하세요,2,1
인어나라,3.5,종류가 많아요,종류가 많아요,0,0
god****,4.5,케익이 다 맛있어요 맛별로 여러번나눠서 먹었어요 선물도 하고 받은사람들이 맛있다고 어디냐고 물어봤어요,케이크가 다 맛있어요 맛별로 여러 번 나눠서 먹었어요 선물도 하고 받은 사람들이 맛있다고 어디냐고 물어봤어요,2,1
NTL,5,초코크로플,초코크로플,0,1
센치너,5,화장실 깔끔해서 감덩 크로플 맛있고 커피 원두 선택가능,화장실 깔끔해서 감동 크로플 맛있고 커피 원두 선택 가능,3,1
얜,4.5,친절하고 빵도 맛있어요,친절하고 빵도 맛있어요,2,1
오오옹,5,성수동에서 다른카페들도 다 가봤지만 여기만한 곳이 별로 없음,성수동에서 다른 카페들도 다 가봤지만 여기만 한 곳이 별로 없음,-2,1
Ren,5,좋아요,좋아요,1,1
bluemoon,5,여자 직원분 참 친절 했어요,여자 직원분 참 친절했어요,1,1
비움과 채움,3,한번쯤은 가볼만 하네요,한 번쯤은 가볼만하네요,0,0
Ella,5,몽블랑 맛있어요,몽블랑 맛있어요,1,1
캔따개,5,성수에서 몇 안되는 늦게까지 영업하는 카페 좌석 구성이 다양해서 좋았습니다 영수증엔 없지만 딸기라떼가 맛있어요,성수에서 몇 안 되는 늦게까지 영업하는 카페 좌석 구성이 다양해서 좋았습니다 영수증엔 없지만 딸기 라테가 맛있어요,1,1
기성이,5,멋드러진 분위기와 베이커리가 많음,멋들어진 분위기와 베이커리가 많음,1,1
christina,4.5,콜드브루 라떼 맛있어용,콜드브루 라테 맛있어요,1,1
미래비전,5,굿,굿,1,1
김형욱,2,외관이이뻐서들어왔는데 막상 들어오면 걍그럼,외관이 이뻐서 들어왔는데 막상 들어오면 그냥그럼,1,0
lovelyys00,4.5,분위기 좋아요,분위기 좋아요,1,1
할미새사촌,4.5,마깃아용,마기 상용,0,1
jj4750,5,굿,굿,1,1
yahoopjh,5,케이크 너무 이쁜데 너무 맛있어요 진심 케이크 맛집임요,케이크 너무 이쁜데 너무 맛있어요 진심 케이크 맛집임요,3,1
ron****,5,굿,굿,1,1
눈,5,긋,굿,1,1
Ren,5,긋,굿,1,1
군고구마,5,직원 분들 정말 친절하시고 카페 조명도 예쁘네요 가시게 되면 토요일 저녁에 방문하셔서 재즈공연도 함께 감상하시길,직원분들 정말 친절하시고 카페 조명도 예쁘네요 가시게 되면 토요일 저녁에 방문하셔서 재즈 공연도 함께 감상하시길,2,1
